user_id,event_date,campaign_id,exposed,outcome_metric,pre_campaign_value,post_campaign_value
u_0123,2024-04-15,C001,False,monthly_spend,20.0,22.38
u_0124,2024-04-15,C001,False,monthly_spend,68.68,65.28
u_0125,2024-04-15,C001,True,monthly_spend,5.89,3.66
u_0127,2024-04-15,C001,True,monthly_spend,0.0,2.57
u_0128,2024-04-15,C001,True,monthly_spend,13.43,13.41
u_0129,2024-04-15,C001,True,monthly_spend,21.62,23.11
u_0130,2024-04-15,C001,True,monthly_spend,0.0,5.84
u_0131,2024-04-15,C001,False,monthly_spend,34.98,30.11
u_0132,2024-04-15,C001,True,monthly_spend,20.0,25.49
u_0134,2024-04-15,C001,True,monthly_spend,0.0,4.75
u_0135,2024-04-15,C001,True,monthly_spend,0.0,5.83
u_0136,2024-04-15,C001,True,monthly_spend,52.78,71.58
u_0137,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0138,2024-04-15,C001,True,monthly_spend,22.44,21.47
u_0140,2024-04-15,C001,True,monthly_spend,8.29,13.62
u_0141,2024-04-15,C001,True,monthly_spend,9.52,15.65
u_0142,2024-04-15,C001,False,monthly_spend,52.7,48.75
u_0143,2024-04-15,C001,True,monthly_spend,27.3,33.82
u_0144,2024-04-15,C001,False,monthly_spend,1.06,14.68
u_0145,2024-04-15,C001,False,monthly_spend,55.06,55.58
u_0146,2024-04-15,C001,True,monthly_spend,20.0,27.62
u_0147,2024-04-15,C001,True,monthly_spend,25.82,37.58
u_0158,2024-04-15,C001,False,monthly_spend,61.15,73.67
u_0159,2024-04-15,C001,True,monthly_spend,3.32,5.05
u_0160,2024-04-15,C001,False,monthly_spend,10.32,16.59
u_0162,2024-04-15,C001,False,monthly_spend,14.3,10.36
u_0166,2024-04-15,C001,True,monthly_spend,13.75,15.94
u_0171,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0172,2024-04-15,C001,False,monthly_spend,145.62,136.19
u_0173,2024-04-15,C001,False,monthly_spend,20.0,11.98
u_0175,2024-04-15,C001,True,monthly_spend,64.63,76.47
u_0178,2024-04-15,C001,False,monthly_spend,0.0,2.25
u_0179,2024-04-15,C001,True,monthly_spend,240.1,270.91
u_0180,2024-04-15,C001,False,monthly_spend,73.1,80.89
u_0182,2024-04-15,C001,False,monthly_spend,20.0,14.45
u_0183,2024-04-15,C001,True,monthly_spend,20.0,24.29
u_0185,2024-04-15,C001,True,monthly_spend,11.62,11.29
u_0187,2024-04-15,C001,True,monthly_spend,0.0,0.53
u_0188,2024-04-15,C001,False,monthly_spend,0.0,4.49
u_0189,2024-04-15,C001,True,monthly_spend,14.84,20.85
u_0190,2024-04-15,C001,True,monthly_spend,9.75,14.75
u_0191,2024-04-15,C001,False,monthly_spend,3.46,6.36
u_0193,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0194,2024-04-15,C001,True,monthly_spend,73.73,90.46
u_0195,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0196,2024-04-15,C001,False,monthly_spend,1.83,1.3
u_0198,2024-04-15,C001,False,monthly_spend,2.54,0.78
u_0200,2024-04-15,C001,True,monthly_spend,20.0,24.75
u_0201,2024-04-15,C001,False,monthly_spend,87.19,84.77
u_0202,2024-04-15,C001,False,monthly_spend,20.0,19.21
u_0203,2024-04-15,C001,True,monthly_spend,82.92,103.45
u_0205,2024-04-15,C001,False,monthly_spend,3.12,0.0
u_0206,2024-04-15,C001,True,monthly_spend,16.13,18.54
u_0207,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0208,2024-04-15,C001,False,monthly_spend,0.0,3.37
u_0211,2024-04-15,C001,True,monthly_spend,20.0,19.37
u_0214,2024-04-15,C001,False,monthly_spend,12.07,12.26
u_0216,2024-04-15,C001,True,monthly_spend,4.77,0.0
u_0219,2024-04-15,C001,True,monthly_spend,72.08,89.35
u_0222,2024-04-15,C001,True,monthly_spend,6.1,7.38
u_0223,2024-04-15,C001,True,monthly_spend,4.18,5.5
u_0226,2024-04-15,C001,False,monthly_spend,20.0,24.15
u_0227,2024-04-15,C001,False,monthly_spend,2.0,0.0
u_0228,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0229,2024-04-15,C001,True,monthly_spend,1.51,2.59
u_0230,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0231,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0232,2024-04-15,C001,True,monthly_spend,3.53,0.0
u_0233,2024-04-15,C001,True,monthly_spend,20.0,17.3
u_0234,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0235,2024-04-15,C001,True,monthly_spend,0.0,2.61
u_0237,2024-04-15,C001,False,monthly_spend,15.92,19.67
u_0238,2024-04-15,C001,True,monthly_spend,16.3,27.79
u_0239,2024-04-15,C001,True,monthly_spend,23.31,26.69
u_0240,2024-04-15,C001,True,monthly_spend,45.45,53.04
u_0241,2024-04-15,C001,False,monthly_spend,16.41,16.29
u_0242,2024-04-15,C001,False,monthly_spend,25.32,26.92
u_0243,2024-04-15,C001,True,monthly_spend,1.12,3.28
u_0244,2024-04-15,C001,False,monthly_spend,0.9,5.51
u_0245,2024-04-15,C001,False,monthly_spend,0.0,4.59
u_0246,2024-04-15,C001,True,monthly_spend,0.0,2.6
u_0249,2024-04-15,C001,True,monthly_spend,9.21,18.14
u_0250,2024-04-15,C001,False,monthly_spend,0.0,0.13
u_0251,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0252,2024-04-15,C001,True,monthly_spend,41.57,45.57
u_0253,2024-04-15,C001,False,monthly_spend,8.64,8.11
u_0254,2024-04-15,C001,True,monthly_spend,11.3,7.58
u_0255,2024-04-15,C001,False,monthly_spend,64.54,61.47
u_0256,2024-04-15,C001,False,monthly_spend,20.0,14.3
u_0257,2024-04-15,C001,False,monthly_spend,7.44,9.16
u_0260,2024-04-15,C001,False,monthly_spend,26.14,27.91
u_0261,2024-04-15,C001,False,monthly_spend,49.65,40.81
u_0262,2024-04-15,C001,True,monthly_spend,3.24,0.46
u_0264,2024-04-15,C001,False,monthly_spend,0.0,9.13
u_0265,2024-04-15,C001,True,monthly_spend,23.16,29.78
u_0266,2024-04-15,C001,True,monthly_spend,20.0,25.27
u_0268,2024-04-15,C001,False,monthly_spend,11.24,7.92
u_0269,2024-04-15,C001,False,monthly_spend,0.0,1.44
u_0270,2024-04-15,C001,False,monthly_spend,21.0,20.93
u_0271,2024-04-15,C001,True,monthly_spend,18.13,16.87
u_0272,2024-04-15,C001,True,monthly_spend,11.85,11.16
u_0273,2024-04-15,C001,False,monthly_spend,20.0,17.64
u_0274,2024-04-15,C001,True,monthly_spend,0.57,0.0
u_0275,2024-04-15,C001,True,monthly_spend,5.4,0.0
u_0276,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0278,2024-04-15,C001,False,monthly_spend,1.66,0.0
u_0279,2024-04-15,C001,False,monthly_spend,21.0,19.5
u_0280,2024-04-15,C001,False,monthly_spend,4.36,0.0
u_0281,2024-04-15,C001,False,monthly_spend,52.5,56.51
u_0282,2024-04-15,C001,True,monthly_spend,2.06,12.77
u_0284,2024-04-15,C001,True,monthly_spend,4.45,10.25
u_0287,2024-04-15,C001,True,monthly_spend,32.22,42.71
u_0288,2024-04-15,C001,True,monthly_spend,20.0,26.13
u_0289,2024-04-15,C001,False,monthly_spend,21.61,22.94
u_0290,2024-04-15,C001,True,monthly_spend,21.16,24.77
u_0291,2024-04-15,C001,False,monthly_spend,22.74,18.17
u_0292,2024-04-15,C001,True,monthly_spend,2.88,6.76
u_0293,2024-04-15,C001,True,monthly_spend,13.05,18.16
u_0294,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0296,2024-04-15,C001,False,monthly_spend,13.17,15.8
u_0298,2024-04-15,C001,True,monthly_spend,224.49,254.69
u_0299,2024-04-15,C001,False,monthly_spend,2.33,0.0
u_0300,2024-04-15,C001,False,monthly_spend,0.0,3.88
u_0301,2024-04-15,C001,True,monthly_spend,7.52,10.8
u_0302,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0304,2024-04-15,C001,False,monthly_spend,5.33,3.59
u_0305,2024-04-15,C001,True,monthly_spend,18.08,21.67
u_0306,2024-04-15,C001,True,monthly_spend,15.76,8.95
u_0307,2024-04-15,C001,True,monthly_spend,0.05,0.0
u_0308,2024-04-15,C001,False,monthly_spend,14.55,8.22
u_0309,2024-04-15,C001,False,monthly_spend,0.0,0.06
u_0310,2024-04-15,C001,True,monthly_spend,56.91,70.89
u_0311,2024-04-15,C001,False,monthly_spend,7.4,9.79
u_0312,2024-04-15,C001,False,monthly_spend,14.13,11.57
u_0314,2024-04-15,C001,True,monthly_spend,10.87,8.97
u_0315,2024-04-15,C001,False,monthly_spend,5.5,1.73
u_0317,2024-04-15,C001,False,monthly_spend,20.0,30.0
u_0318,2024-04-15,C001,False,monthly_spend,60.36,60.7
u_0322,2024-04-15,C001,False,monthly_spend,303.34,304.34
u_0324,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0328,2024-04-15,C001,True,monthly_spend,144.64,160.43
u_0329,2024-04-15,C001,True,monthly_spend,265.31,304.89
u_0330,2024-04-15,C001,False,monthly_spend,3.99,1.5
u_0331,2024-04-15,C001,True,monthly_spend,9.93,12.08
u_0332,2024-04-15,C001,False,monthly_spend,58.44,59.04
u_0334,2024-04-15,C001,False,monthly_spend,0.0,3.0
u_0335,2024-04-15,C001,True,monthly_spend,15.06,7.97
u_0336,2024-04-15,C001,False,monthly_spend,55.37,49.84
u_0337,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0338,2024-04-15,C001,True,monthly_spend,3.9,1.25
u_0339,2024-04-15,C001,False,monthly_spend,291.41,289.86
u_0342,2024-04-15,C001,True,monthly_spend,17.39,20.54
u_0343,2024-04-15,C001,True,monthly_spend,3.38,0.16
u_0344,2024-04-15,C001,False,monthly_spend,0.0,0.96
u_0347,2024-04-15,C001,False,monthly_spend,29.74,32.46
u_0349,2024-04-15,C001,False,monthly_spend,0.0,0.33
u_0350,2024-04-15,C001,True,monthly_spend,34.95,43.8
u_0352,2024-04-15,C001,True,monthly_spend,20.0,12.14
u_0353,2024-04-15,C001,True,monthly_spend,4.85,2.65
u_0354,2024-04-15,C001,True,monthly_spend,0.0,4.46
u_0355,2024-04-15,C001,False,monthly_spend,73.88,69.56
u_0356,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0357,2024-04-15,C001,False,monthly_spend,2.77,2.14
u_0358,2024-04-15,C001,True,monthly_spend,16.85,19.29
u_0359,2024-04-15,C001,False,monthly_spend,24.57,21.9
u_0361,2024-04-15,C001,True,monthly_spend,0.0,9.22
u_0363,2024-04-15,C001,True,monthly_spend,19.64,24.02
u_0364,2024-04-15,C001,True,monthly_spend,3.66,0.0
u_0365,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0367,2024-04-15,C001,False,monthly_spend,10.46,12.49
u_0369,2024-04-15,C001,False,monthly_spend,79.15,74.52
u_0370,2024-04-15,C001,True,monthly_spend,4.88,16.38
u_0371,2024-04-15,C001,False,monthly_spend,13.76,15.9
u_0372,2024-04-15,C001,False,monthly_spend,7.15,9.95
u_0373,2024-04-15,C001,True,monthly_spend,6.84,9.11
u_0374,2024-04-15,C001,False,monthly_spend,1.22,6.83
u_0375,2024-04-15,C001,False,monthly_spend,50.21,38.23
u_0376,2024-04-15,C001,False,monthly_spend,93.36,87.34
u_0377,2024-04-15,C001,False,monthly_spend,0.0,5.17
u_0378,2024-04-15,C001,True,monthly_spend,0.63,8.23
u_0379,2024-04-15,C001,True,monthly_spend,58.89,61.55
u_0380,2024-04-15,C001,True,monthly_spend,7.88,0.0
u_0381,2024-04-15,C001,True,monthly_spend,0.0,0.84
u_0382,2024-04-15,C001,True,monthly_spend,3.16,6.06
u_0383,2024-04-15,C001,True,monthly_spend,8.73,10.78
u_0385,2024-04-15,C001,False,monthly_spend,6.31,6.01
u_0386,2024-04-15,C001,False,monthly_spend,180.84,171.58
u_0388,2024-04-15,C001,False,monthly_spend,7.65,5.77
u_0389,2024-04-15,C001,False,monthly_spend,0.32,0.0
u_0393,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0394,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0397,2024-04-15,C001,False,monthly_spend,4.42,7.34
u_0398,2024-04-15,C001,False,monthly_spend,10.7,15.03
u_0399,2024-04-15,C001,True,monthly_spend,8.35,5.63
u_0400,2024-04-15,C001,False,monthly_spend,72.14,71.21
u_0401,2024-04-15,C001,True,monthly_spend,17.44,17.57
u_0402,2024-04-15,C001,False,monthly_spend,20.0,17.56
u_0403,2024-04-15,C001,False,monthly_spend,3.76,6.23
u_0404,2024-04-15,C001,True,monthly_spend,24.13,30.34
u_0405,2024-04-15,C001,False,monthly_spend,0.0,5.37
u_0406,2024-04-15,C001,True,monthly_spend,1.52,7.02
u_0407,2024-04-15,C001,True,monthly_spend,2.56,2.08
u_0408,2024-04-15,C001,True,monthly_spend,0.71,15.03
u_0410,2024-04-15,C001,False,monthly_spend,0.0,7.75
u_0411,2024-04-15,C001,False,monthly_spend,50.28,46.99
u_0412,2024-04-15,C001,False,monthly_spend,72.59,73.22
u_0413,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0414,2024-04-15,C001,True,monthly_spend,53.06,61.16
u_0415,2024-04-15,C001,False,monthly_spend,0.0,8.37
u_0416,2024-04-15,C001,True,monthly_spend,43.21,63.6
u_0417,2024-04-15,C001,False,monthly_spend,303.84,303.23
u_0418,2024-04-15,C001,True,monthly_spend,20.0,24.67
u_0419,2024-04-15,C001,False,monthly_spend,8.1,11.13
u_0420,2024-04-15,C001,False,monthly_spend,294.47,304.37
u_0421,2024-04-15,C001,True,monthly_spend,54.91,58.23
u_0422,2024-04-15,C001,False,monthly_spend,172.64,185.92
u_0423,2024-04-15,C001,False,monthly_spend,23.17,21.58
u_0424,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0425,2024-04-15,C001,True,monthly_spend,57.64,64.71
u_0426,2024-04-15,C001,False,monthly_spend,15.33,11.28
u_0430,2024-04-15,C001,True,monthly_spend,2.72,5.22
u_0431,2024-04-15,C001,True,monthly_spend,11.12,4.53
u_0432,2024-04-15,C001,False,monthly_spend,9.44,10.15
u_0433,2024-04-15,C001,False,monthly_spend,14.99,18.31
u_0434,2024-04-15,C001,True,monthly_spend,24.77,35.9
u_0435,2024-04-15,C001,False,monthly_spend,1.79,5.19
u_0436,2024-04-15,C001,False,monthly_spend,30.56,37.67
u_0437,2024-04-15,C001,False,monthly_spend,7.88,4.85
u_0438,2024-04-15,C001,False,monthly_spend,350.7,352.67
u_0440,2024-04-15,C001,True,monthly_spend,4.56,0.0
u_0442,2024-04-15,C001,True,monthly_spend,1.12,0.72
u_0443,2024-04-15,C001,False,monthly_spend,0.0,1.93
u_0444,2024-04-15,C001,False,monthly_spend,53.4,55.79
u_0445,2024-04-15,C001,False,monthly_spend,9.59,1.72
u_0446,2024-04-15,C001,False,monthly_spend,4.49,2.54
u_0447,2024-04-15,C001,True,monthly_spend,79.41,90.07
u_0448,2024-04-15,C001,False,monthly_spend,1.38,0.0
u_0449,2024-04-15,C001,True,monthly_spend,40.69,50.42
u_0450,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0452,2024-04-15,C001,False,monthly_spend,80.65,81.15
u_0453,2024-04-15,C001,False,monthly_spend,5.89,3.44
u_0454,2024-04-15,C001,True,monthly_spend,23.45,32.29
u_0455,2024-04-15,C001,False,monthly_spend,208.46,214.16
u_0456,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0457,2024-04-15,C001,True,monthly_spend,0.0,14.25
u_0459,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0460,2024-04-15,C001,True,monthly_spend,0.0,5.04
u_0461,2024-04-15,C001,True,monthly_spend,8.21,4.69
u_0465,2024-04-15,C001,True,monthly_spend,62.62,75.88
u_0466,2024-04-15,C001,True,monthly_spend,16.82,22.82
u_0467,2024-04-15,C001,True,monthly_spend,93.8,102.81
u_0469,2024-04-15,C001,True,monthly_spend,289.93,332.77
u_0470,2024-04-15,C001,False,monthly_spend,24.35,33.69
u_0471,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0472,2024-04-15,C001,True,monthly_spend,78.59,92.39
u_0473,2024-04-15,C001,True,monthly_spend,20.0,24.68
u_0474,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0475,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0477,2024-04-15,C001,False,monthly_spend,2.66,6.8
u_0479,2024-04-15,C001,True,monthly_spend,0.92,1.12
u_0481,2024-04-15,C001,True,monthly_spend,0.0,5.52
u_0483,2024-04-15,C001,True,monthly_spend,1.52,2.91
u_0484,2024-04-15,C001,True,monthly_spend,0.0,0.32
u_0485,2024-04-15,C001,False,monthly_spend,15.23,17.09
u_0486,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0487,2024-04-15,C001,False,monthly_spend,26.28,34.07
u_0490,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0491,2024-04-15,C001,False,monthly_spend,5.14,3.33
u_0492,2024-04-15,C001,True,monthly_spend,0.0,6.46
u_0495,2024-04-15,C001,False,monthly_spend,15.95,17.19
u_0497,2024-04-15,C001,False,monthly_spend,20.0,18.82
u_0501,2024-04-15,C001,True,monthly_spend,0.0,2.07
u_0502,2024-04-15,C001,False,monthly_spend,27.36,30.49
u_0503,2024-04-15,C001,True,monthly_spend,61.48,70.11
u_0505,2024-04-15,C001,True,monthly_spend,4.43,9.71
u_0506,2024-04-15,C001,False,monthly_spend,11.42,5.07
u_0508,2024-04-15,C001,True,monthly_spend,27.69,33.15
u_0509,2024-04-15,C001,True,monthly_spend,16.78,23.3
u_0510,2024-04-15,C001,True,monthly_spend,89.91,106.51
u_0511,2024-04-15,C001,False,monthly_spend,285.24,274.03
u_0512,2024-04-15,C001,False,monthly_spend,20.0,19.37
u_0513,2024-04-15,C001,False,monthly_spend,20.0,13.93
u_0514,2024-04-15,C001,False,monthly_spend,34.12,40.55
u_0515,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0516,2024-04-15,C001,False,monthly_spend,0.0,5.87
u_0517,2024-04-15,C001,True,monthly_spend,183.45,204.88
u_0518,2024-04-15,C001,True,monthly_spend,11.66,15.36
u_0519,2024-04-15,C001,False,monthly_spend,4.1,4.14
u_0520,2024-04-15,C001,True,monthly_spend,58.99,81.66
u_0522,2024-04-15,C001,False,monthly_spend,3.44,9.33
u_0523,2024-04-15,C001,True,monthly_spend,358.14,417.43
u_0525,2024-04-15,C001,False,monthly_spend,0.0,10.14
u_0526,2024-04-15,C001,True,monthly_spend,0.0,1.42
u_0527,2024-04-15,C001,False,monthly_spend,29.47,28.97
u_0528,2024-04-15,C001,False,monthly_spend,5.3,4.23
u_0529,2024-04-15,C001,True,monthly_spend,20.0,24.64
u_0532,2024-04-15,C001,False,monthly_spend,58.64,44.79
u_0533,2024-04-15,C001,False,monthly_spend,11.63,11.64
u_0534,2024-04-15,C001,True,monthly_spend,256.53,296.14
u_0535,2024-04-15,C001,False,monthly_spend,4.94,4.16
u_0536,2024-04-15,C001,True,monthly_spend,20.0,15.35
u_0537,2024-04-15,C001,False,monthly_spend,53.64,52.89
u_0539,2024-04-15,C001,True,monthly_spend,1.89,0.0
u_0540,2024-04-15,C001,False,monthly_spend,28.19,37.06
u_0541,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0542,2024-04-15,C001,False,monthly_spend,27.01,16.7
u_0544,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0548,2024-04-15,C001,False,monthly_spend,0.0,4.48
u_0549,2024-04-15,C001,False,monthly_spend,8.27,9.15
u_0552,2024-04-15,C001,False,monthly_spend,2.86,0.0
u_0554,2024-04-15,C001,False,monthly_spend,1.79,0.0
u_0555,2024-04-15,C001,True,monthly_spend,23.73,25.86
u_0557,2024-04-15,C001,False,monthly_spend,0.7,0.0
u_0558,2024-04-15,C001,False,monthly_spend,63.27,56.97
u_0562,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0564,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0565,2024-04-15,C001,True,monthly_spend,1.0,5.9
u_0566,2024-04-15,C001,False,monthly_spend,0.0,5.36
u_0570,2024-04-15,C001,True,monthly_spend,90.62,99.2
u_0571,2024-04-15,C001,False,monthly_spend,20.0,16.42
u_0572,2024-04-15,C001,True,monthly_spend,7.53,6.54
u_0573,2024-04-15,C001,True,monthly_spend,7.77,8.78
u_0574,2024-04-15,C001,False,monthly_spend,245.83,247.11
u_0575,2024-04-15,C001,True,monthly_spend,0.0,2.32
u_0579,2024-04-15,C001,True,monthly_spend,0.0,2.2
u_0580,2024-04-15,C001,False,monthly_spend,12.47,20.24
u_0581,2024-04-15,C001,False,monthly_spend,5.89,6.19
u_0582,2024-04-15,C001,False,monthly_spend,68.59,62.08
u_0583,2024-04-15,C001,True,monthly_spend,12.36,6.17
u_0584,2024-04-15,C001,True,monthly_spend,0.85,9.16
u_0585,2024-04-15,C001,False,monthly_spend,0.0,2.55
u_0586,2024-04-15,C001,False,monthly_spend,0.02,1.05
u_0587,2024-04-15,C001,False,monthly_spend,1.28,3.53
u_0588,2024-04-15,C001,True,monthly_spend,2.18,3.31
u_0589,2024-04-15,C001,False,monthly_spend,10.38,12.55
u_0590,2024-04-15,C001,False,monthly_spend,0.0,0.0
u_0591,2024-04-15,C001,True,monthly_spend,4.3,10.22
u_0592,2024-04-15,C001,False,monthly_spend,1.04,0.0
u_0593,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0594,2024-04-15,C001,False,monthly_spend,3.85,0.0
u_0596,2024-04-15,C001,True,monthly_spend,0.0,0.0
u_0597,2024-04-15,C001,False,monthly_spend,0.0,6.34
u_0598,2024-04-15,C001,False,monthly_spend,1.2,0.0
u_0599,2024-04-15,C001,True,monthly_spend,20.0,16.11
u_0600,2024-04-15,C001,False,monthly_spend,20.0,21.42
u_0602,2024-04-15,C001,True,monthly_spend,6.13,3.79
u_0603,2024-04-15,C001,True,monthly_spend,1.15,9.06
u_0604,2024-04-15,C001,False,monthly_spend,10.82,16.19
